idmunici;ccdd;ccpp;ccdi;Departamento;Provincia;Distrito;Tipomuni;VFI_P69;P69_1;P69_1_T;P69_1_M;P69_1_H;P69_2;P69_2_T;P69_2_M;P69_2_H;VFI_P70;P70_1;P70A_1_1;P70A_1_2;P70A_1_3;P70_2;P70A_2_1;P70A_2_2;P70A_2_3;P70_3;P70A_3_1;P70A_3_2;P70A_3_3;P70_4;P70A_4_1;P70A_4_2;P70A_4_3;P70_5;P70A_5_1;P70A_5_2;P70A_5_3;P70A_5_O;P70_6;P70A_6_1;P70A_6_2;P70A_6_3;P70_7;P70A_7_1;P70A_7_2;P70A_7_3;P70_8;P70A_8_1;P70A_8_2;P70A_8_3;P70A_8_O;P70_9;P70A_9_1;P70A_9_2;P70A_9_3;P70_10;P70A_10_1;P70A_10_2;P70A_10_3;P70_11;P70A_11_1;P70A_11_2;P70A_11_3;P70A_11_O;P70_12;P70A_12_1;P70_13;P70A_13_1;P70_14;P70A_14_1;P70_15;P70A_15_1;P70_16;P70A_16_1;P70A_16_O;VFI_P71;P71;P71_1;P71A_1;P71_2;P71A_2;P71_3;P71A_3;P71_4;P71A_4;P71_5;P71A_5;P71_6;P71A_6;P71_7;P71A_7;P71_8;P71A_8;P71_9;P71A_9;P71_10;P71A_10;P71_11;P71A_11;P71_12;P71A_12;P71A_12_O;VFI_P72A;P72A;P72A_1;P72A_2;VFI_P72B;P72B;P72B_1;VFI_P73;P73_1;P73_2;P73_3;P73_4;P73_4_O;VFI_P74;P74;VFI_P75;P75;VFI_P76;P76_1;P76A_1;P76_2;P76A_2;P76_3;P76A_3;P76_4;P76A_4;P76_5;P76A_5;P76_6;P76_7;VFI_P77;P77_1;P77_2;P77_3;P77_4;VFI_P78;P78_1;P78_2;P78_3;P78_4;P78_4_O;P78_5;VFI_P79;P79_1;P79A_1_1;P79A_1_2;P79_2;P79A_2_1;P79A_2_2;P79_3;P79A_3_1;P79A_3_2;P79_4;P79A_4_1;P79A_4_2;P79_5;P79A_5_1;P79A_5_2;P79A_5_O;VFI_P80;P80_1;P80_2;P80_3;P80_4;P80_5;P80_6;P80_7;P80_8;P80_9;P80_9_O;P80_10
040304;04;03;04;AREQUIPA;CARAVELI;ATIQUIPA;2;1;2; ; ; ;2; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ;0; ; ; ; ; ; ; ; ; ; ;1;1;1;1;3;2; ;2; ;2; ;1;1;1;2;1;1;0;0;0;1;0;2;0;0; ;0;1;2; ; ;2; ; ;1;2;1;2; ; ;2; ; ; ;1;1;0;0;0;0;0;0;0;0; ;0
040305;04;03;05;AREQUIPA;CARAVELI;BELLA UNION;2;1;2; ; ; ;1;7;0;7;1;1;2;1;1;2; ; ; ;2;0;0;0;2; ; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ;1;1;1;0;2; ; ; ;2; ; ; ; ;2; ;2; ;2; ;2; ;2; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;3;3;1;1;2;1;1;0;0;0; ;1;2;1;1;1;1;1;1;2;1;1;1;2;1;1;1;1;1;0;0;3;0;1;1;2;3;0; ;0;1;1;1;0;2; ; ;2; ; ;2; ; ;2; ; ; ;1;0;0;3;4;5;0;0;0;0; ;0
040306;04;03;06;AREQUIPA;CARAVELI;CAHUACHO;2;1;2; ; ; ;2; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ;0; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;4;0;6;0;0;0; ;0
040307;04;03;07;AREQUIPA;CARAVELI;CHALA;2;1;1;10;4;6;1;10;4;6;1;1;4;1;3;1;4;4;0;2;0;0;0;2; ; ; ;2; ; ; ; ;2; ; ; ;1;1;1;0;2; ; ; ; ;2; ; ; ;1;1;1;0;2; ; ; ; ;2; ;2; ;1;10;2; ;2; ; ;1;1;2; ;2; ;2; ;2; ;1;1;1;5;2; ;1;1;1;100;1;8;2; ;2; ; ;1;1;5;5;1;1;2;1;1;0;0;0; ;1;5;1;1;1;1;6;2; ;2; ;2; ;2; ;2;2;1;0;0;3;0;1;1;2;3;0; ;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;3;0;0;6;0;0;0; ;0
040308;04;03;08;AREQUIPA;CARAVELI;CHAPARRA;2;1;1;4;0;4;1;4;0;4;1;1;0;0;0;1;2;1;1;2;0;0;0;2; ; ; ;2; ; ; ; ;2; ; ; ;1;20;16;4;2; ; ; ; ;1;1;1;0;1;1;1;0;2; ; ; ; ;1;4;2; ;1;4;2; ;2; ; ;1;1;1;2;1;1;2; ;2; ;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ; ;1;1;5;4;1;2; ;0; ; ; ; ; ;0; ;1;1;1;1;10;1;3;1;3;2; ;1;3;2;2;1;1;0;0;0;1;1;2;0;0; ;0;1;1;1;0;2; ; ;2; ; ;2; ; ;2; ; ; ;1;1;0;3;4;5;6;7;0;0; ;0
040309;04;03;09;AREQUIPA;CARAVELI;HUANUHUANU;2;1;1;5;1;4;1;5;0;5;1;1;1;1;0;1;2;2;0;2;0;0;0;2; ; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ;1;1;1;0;2; ; ; ;2; ; ; ; ;1;5;2; ;1;5;2; ;2; ; ;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;7;4;1;1;4;1;1;2;0;0; ;1;3;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;3;0;0;6;0;0;0; ;0
040310;04;03;10;AREQUIPA;CARAVELI;JAQUI;2;1;2; ; ; ;2; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ;0; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ;10
040311;04;03;11;AREQUIPA;CARAVELI;LOMAS;2;1;2; ; ; ;2; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ;0; ; ; ; ; ; ; ; ; ; ;1;1;1;1;2;2; ;2; ;2; ;2; ;2;2;1;1;0;0;0;1;1;2;0;0; ;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ;10
040312;04;03;12;AREQUIPA;CARAVELI;QUICACHA;2;1;2; ; ; ;2; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ;0; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ;10
040313;04;03;13;AREQUIPA;CARAVELI;YAUCA;2;1;2; ; ; ;1;1;0;1;1;1;2;1;1;2; ; ; ;2;0;0;0;2; ; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ;1;1;2; ;1;1;2; ;2; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;3;3;1;1;3;1;1;0;0;0; ;1;4;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ;1;2; ; ;2; ; ;1;1;5;2; ; ;2; ; ; ;1;0;0;3;0;5;0;0;0;0; ;0
040401;04;04;01;AREQUIPA;CASTILLA;APLAO;1;1;1;6;0;6;1;3;0;3;1;1;1;1;0;2; ; ; ;2;0;0;0;2; ; ; ;2; ; ; ; ;2; ; ; ;1;14;13;1;2; ; ; ; ;2; ; ; ;1;1;1;0;2; ; ; ; ;1;6;2; ;1;6;2; ;2; ; ;1;1;1;20;1;10;1;5;2; ;1;3;1;150;2; ;1;15;1;80;1;50;2; ;2; ; ;1;1;2;2;1;1;2;1;1;0;0;0; ;1;1;1;1;1;1;12;1;4;1;2;1;6;1;2;1;1;1;1;2;3;0;1;1;2;3;0; ;0;1;1;8;0;2; ; ;2; ; ;2; ; ;2; ; ; ;1;0;2;3;4;5;6;0;0;0; ;0
040402;04;04;02;AREQUIPA;CASTILLA;ANDAGUA;2;1;2; ; ; ;2; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ;0; ; ; ; ; ; ; ; ; ; ;1;1;0; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;3;0;1;1;0;0;0; ;0;1;2; ; ;2; ; ;1;1;0;2; ; ;2; ; ; ;1;0;0;3;4;0;0;0;0;0; ;0
040403;04;04;03;AREQUIPA;CASTILLA;AYO;2;1;2; ; ; ;2; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ;0; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;3;4;0;0;0;0;0; ;0
040404;04;04;04;AREQUIPA;CASTILLA;CHACHAS;2;1;2; ; ; ;2; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ;0; ; ; ; ; ; ; ; ; ; ;1;1;1;1;5;2; ;2; ;2; ;2; ;2;2;0; ; ; ;4;0; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ;10
040405;04;04;05;AREQUIPA;CASTILLA;CHILCAYMARCA;2;1;1;2;0;2;1;2;0;2;1;1;0;0;0;2; ; ; ;2;0;0;0;2; ; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ;1;2;2; ;1;2;2; ;2; ; ;1;1;2; ;1;5;2; ;2; ;1;3;1;50;2; ;1;1;2; ;1;100;1;3;2; ; ;1;1;3;3;1;1;3;1;0;2;0;0; ;1;5;1;1;1;1;12;2; ;1;12;2; ;1;1;1;2;1;0;0;3;0;1;0;0;3;0; ;0;1;2; ; ;1;3;0;2; ; ;2; ; ;2; ; ; ;1;0;0;0;4;5;6;0;0;0; ;0
040406;04;04;06;AREQUIPA;CASTILLA;CHOCO;2;1;1;6;0;6;1;6;0;6;1;1;0;0;0;2; ; ; ;2;0;0;0;2; ; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ;1;6;2; ;1;6;2; ;2; ; ;1;1;2; ;2; ;2; ;2; ;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ; ;1;2; ; ;1;2; ;0; ; ; ; ; ;0; ;1;1;1;1;6;2; ;1;3;2; ;1;1;2;2;1;0;0;3;0;1;1;2;3;0; ;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ;10
040407;04;04;07;AREQUIPA;CASTILLA;HUANCARQUI;2;1;2; ; ; ;2; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ;0; ; ; ; ; ; ; ; ; ; ;1;1;1;1;2;2; ;2; ;2; ;2; ;2;2;1;1;0;3;0;1;1;2;0;0; ;0;1;1;1;0;2; ; ;1;1;0;2; ; ;2; ; ; ;1;0;0;0;0;0;6;0;0;0; ;0
040408;04;04;08;AREQUIPA;CASTILLA;MACHAGUAY;2;1;2; ; ; ;2; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ;0; ; ; ; ; ; ; ; ; ; ;1;1;1;1;12;2; ;2; ;1;3;2; ;2;2;1;0;2;0;0;1;0;2;0;0; ;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;5;6;0;0;0; ;0
040409;04;04;09;AREQUIPA;CASTILLA;ORCOPAMPA;2;1;1;5;0;5;1;9;1;8;1;1;2;1;1;1;4;2;2;2;0;0;0;2; ; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ;2; ;1;9;1;9;2; ;2; ; ;1;1;1;35;1;30;1;20;2; ;1;10;1;25;2; ;1;10;1;40;1;38;1;10;2; ; ;1;1;2;2;1;1;2;1;1;2;3;0; ;1;1;1;1;1;1;1;2; ;2; ;2; ;2; ;2;2;1;1;2;3;0;1;1;2;3;0; ;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;3;4;0;6;0;0;0; ;0
040410;04;04;10;AREQUIPA;CASTILLA;PAMPACOLCA;2;1;2; ; ; ;2; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ;0; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ;10
040411;04;04;11;AREQUIPA;CASTILLA;TIPAN;2;1;2; ; ; ;2; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ;0; ; ; ; ; ; ; ; ; ; ;1;1;1;1;5;1;1;2; ;2; ;2; ;2;2;1;1;0;0;0;1;1;2;0;0; ;0;1;2; ; ;2; ; ;1;5;0;2; ; ;2; ; ; ;1;0;0;0;4;0;0;0;0;0; ;0
040412;04;04;12;AREQUIPA;CASTILLA;UÑON;2;1;2; ; ; ;2; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ;0; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;3;0;0;6;0;0;0; ;0
040413;04;04;13;AREQUIPA;CASTILLA;URACA;2;1;1;4;0;4;1;3;0;3;1;1;1;1;0;1;2;2;0;2;0;0;0;2; ; ; ;2; ; ; ; ;2; ; ; ;1;11;11;0;2; ; ; ; ;1;1;1;0;1;1;1;0;2; ; ; ; ;1;3;2; ;1;3;2; ;2; ; ;1;1;2; ;1;4;2; ;2; ;2; ;1;30;2; ;1;4;2; ;1;15;2; ;2; ; ;1;1;2;2;1;1;2;1;1;2;0;0; ;1;1;1;1;1;2; ;1;4;1;1;1;5;2; ;2;2;1;1;2;3;0;1;1;2;3;0; ;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;0;3;4;0;6;0;0;0; ;0
040414;04;04;14;AREQUIPA;CASTILLA;VIRACO;2;1;2; ; ; ;2; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ;0; ; ; ; ; ; ; ; ; ; ;1;1;1;2; ;2; ;2; ;1;3;1;1;2;2;0; ; ; ;4;0; ; ; ; ; ; ;1;1;2;0;1;1;0;1;6;0;2; ; ;2; ; ; ;1;0;0;3;4;5;6;7;0;0; ;0
040501;04;05;01;AREQUIPA;CAYLLOMA;CHIVAY;1;1;1;22;0;22;1;17;1;16;1;1;1;1;0;1;4;4;0;2;0;0;0;2; ; ; ;2; ; ; ; ;1;4;2;2;1;6;6;0;2; ; ; ; ;1;1;1;0;1;1;1;0;2; ; ; ; ;1;12;2; ;1;16;2; ;2; ; ;1;1;2; ;2; ;2; ;2; ;2; ;1;110;2; ;1;4;2; ;1;225;2; ;2; ; ;1;1;2;2;1;1;2;1;1;0;0;0; ;1;1;1;1;1;1;11;1;3;1;4;1;4;2; ;2;1;1;1;0;0;0;1;1;2;3;0; ;0;1;2; ; ;2; ; ;1;7;0;2; ; ;2; ; ; ;1;0;0;3;0;5;6;0;0;0; ;0
040502;04;05;02;AREQUIPA;CAYLLOMA;ACHOMA;2;1;1;2;0;2;1;2;0;2;1;1;0;0;0;1;2;2;0;2;0;0;0;2; ; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ;1;2;2; ;1;2;2; ;2; ; ;1;1;2; ;2; ;2; ;2; ;2; ;1;2;2; ;2; ;2; ;1;5;2; ;2; ; ;1;1;3;3;1;1;3;1;0;0;3;0; ;1;5;1;1;1;1;2;2; ;1;1;2; ;2; ;2;2;1;0;0;3;0;1;1;2;0;0; ;0;1;2; ; ;2; ; ;1;1;0;2; ; ;2; ; ; ;1;0;0;3;0;0;6;0;0;0; ;0
040503;04;05;03;AREQUIPA;CAYLLOMA;CABANACONDE;2;1;1;2;0;2;1;2;0;2;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;2; ;2; ;2; ;2; ;2; ;1;4;2; ;2; ;1;2;1;4;1;3;2; ; ;1;1;4;4;1;2; ;0; ; ; ; ; ;0; ;1;1;1;1;5;2; ;2; ;2; ;2; ;2;2;1;1;0;0;0;1;1;2;0;0; ;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0;6;0;0;0; ;0
040504;04;05;04;AREQUIPA;CAYLLOMA;CALLALLI;2;1;1;3;0;3;1;3;0;3;1;1;1;1;0;1;12;12;0;2;0;0;0;2; ; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ;1;12;2; ;1;12;2; ;2; ; ;1;1;2; ;1;3;2; ;1;1;2; ;1;5;2; ;1;1;2; ;1;2;2; ;2; ; ;1;1;3;3;1;1;3;1;1;2;3;0; ;1;4;1;1;1;1;12;1;1;1;1;2; ;1;1;2;2;1;1;2;3;0;1;1;2;0;0; ;0;1;2; ; ;2; ; ;1;1;0;2; ; ;2; ; ; ;1;0;0;3;0;0;6;0;0;0; ;0
040505;04;05;05;AREQUIPA;CAYLLOMA;CAYLLOMA;2;1;1;4;0;4;1;5;0;5;1;1;1;1;0;2; ; ; ;2;0;0;0;2; ; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ;2; ;2; ;2; ;2; ;2; ; ;1;1;2; ;1;2;2; ;2; ;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ; ;1;1;4;4;1;1;4;1;1;0;3;0; ;1;2;1;1;1;1;13;2; ;1;12;1;1;2; ;2;2;1;1;2;0;0;1;1;2;0;0; ;0;1;2; ; ;2; ; ;1;2;3;2; ; ;2; ; ; ;1;0;0;3;0;5;0;0;0;0; ;0
040506;04;05;06;AREQUIPA;CAYLLOMA;COPORAQUE;2;1;1;3;0;3;1;2;0;2;1;1;1;1;0;2; ; ; ;2;0;0;0;2; ; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ;1;3;2; ;1;3;2; ;2; ; ;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;2;2;1;2; ;0; ; ; ; ; ;0; ;1;1;1;2; ;2; ;1;1;1;2;2; ;2;2;1;1;0;3;0;1;1;2;0;0; ;0;1;2; ; ;2; ; ;1;1;0;2; ; ;2; ; ; ;1;0;0;3;0;0;0;0;0;0; ;0
040507;04;05;07;AREQUIPA;CAYLLOMA;HUAMBO;2;1;2; ; ; ;2; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ;0; ; ; ; ; ; ; ; ; ; ;1;1;0; ; ; ; ; ; ; ; ; ; ; ; ;1;1;0;3;0;1;1;2;0;0; ;0;1;2; ; ;2; ; ;1;1;0;2; ; ;2; ; ; ;1; ; ; ; ; ; ; ; ; ; ;10
040508;04;05;08;AREQUIPA;CAYLLOMA;HUANCA;2;1;1;2;0;2;1;2;0;2;1;1;0;0;0;1;2;0;2;2;0;0;0;2; ; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ;1;2;1;2;1;2;2; ;2; ; ;1;1;2; ;1;5;2; ;2; ;2; ;1;10;2; ;2; ;2; ;1;20;2; ;2; ; ;1;2; ; ;1;2; ;0; ; ; ; ; ;0; ;1;1;1;1;3;2; ;2; ;1;1;1;1;2;2;1;1;0;0;0;1;1;0;0;0; ;0;1;2; ; ;2; ; ;1;1;3;2; ; ;2; ; ; ;1;0;0;3;0;0;6;0;0;0; ;0
040509;04;05;09;AREQUIPA;CAYLLOMA;ICHUPAMPA;2;1;1;2;0;2;1;2;0;2;1;1;0;0;0;1;2;1;1;2;0;0;0;2; ; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ;1;2;2; ;1;2;2; ;2; ; ;1;1;2; ;2; ;2; ;2; ;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ; ;1;2; ; ;1;2; ;0; ; ; ; ; ;0; ;1;1;0; ; ; ; ; ; ; ; ; ; ; ; ;1;1;0;0;0;1;1;2;0;0; ;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0;6;0;0;0; ;0
040510;04;05;10;AREQUIPA;CAYLLOMA;LARI;2;1;1;2;0;2;1;2;0;2;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;1;ABIGEATO;1;1;1;1;1;1;1;1;0;0;3;0; ;1;5;1;1;1;1;6;2; ;1;1;2; ;2; ;2;2;1;1;0;0;0;1;1;2;0;0; ;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;3;4;0;6;7;0;0; ;0
040511;04;05;11;AREQUIPA;CAYLLOMA;LLUTA;2;1;1;2;0;2;1;2;0;2;1;1;0;0;0;2; ; ; ;2;0;0;0;2; ; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ;1;2;0;2;2; ; ; ;2; ; ; ; ;1;4;1;8;1;8;2; ;2; ; ;1;1;2; ;2; ;2; ;2; ;2; ;1;6;2; ;1;1;2; ;2; ;2; ;2; ; ;1;1;2;2;1;1;2;1;0;0;3;0; ;1;3;1;1;1;1;3;2; ;2; ;1;3;2; ;2;2;1;0;0;3;0;1;1;2;3;0; ;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0;6;0;0;0; ;0
