UBICACION,num_comisarias,personal,area_com,old_com,com_internet,nreu_codisec,juntas,per_juntas,redes,per_redes,n_patru,n_pat_int,serenazgos,n_vehi,conf_pnp,conf_muni,conf_pj,conf_mpfn,Poblacion,ANIO,denuncias
LIMA+CANETE+MALA,1,67,333,43,1,5,19,192,0,0,15,0,32,29,2.16,2.4,2,2.04,33688,2020,9
LIMA+CANETE+NUEVO IMPERIAL,2,70,1056,75,2,11,17,220,2,22,60,0,27,3,2.09,1.78,1.87,1.91,28216,2020,3
LIMA+CANETE+PACARAN,1,15,261,28,1,2,3,30,1,20,6,0,4,0,2.08,2,1.8,1.92,1684,2020,1
LIMA+CANETE+QUILMANA,1,26,756,47,1,0,5,65,3,30,10,4,18,16,2.15,2.37,2.04,2.07,16225,2020,1
LIMA+CANETE+SAN ANTONIO,1,35,322,18,1,44,8,86,0,0,14,2,25,13,2.65,2.5,3.75,3.75,4616,2020,2
LIMA+CANETE+SAN LUIS,1,34,296.08,20,1,8,15,177,0,0,9,1,13,9,2.08,1.92,1.75,1.67,13163,2020,1
LIMA+CANETE+SAN VICENTE DE CANETE,1,65,528,36,1,0,5,50,2,22,35,4,69,22,2.03,1.98,1.73,1.8,59323,2020,9
LIMA+CANETE+ZUNIGA,1,15,210,35,1,3,2,20,0,0,6,0,14,0,2.06,1.86,2.15,2.29,1339,2020,1
LIMA+CANTA+CANTA,1,30,482.8,3,1,10,6,56,0,0,6,0,6,0,2.07,2.17,1.79,1.8,2247,2020,
LIMA+CANTA+SANTA ROSA DE QUIVES,1,49,188,15,1,3,0,0,0,0,12,1,5,3,1.93,1.93,2.17,2.18,5882,2020,
LIMA+HUARAL+AUCALLAMA,1,33,183,24,1,0,10,100,2,20,5,4,29,9,2.18,2.06,1.94,2.06,21121,2020,
LIMA+HUARAL+CHANCAY,1,80,409.28,30,1,12,14,144,0,0,39,13,36,14,2.04,1.97,1.81,1.8,60774,2020,2
LIMA+HUARAL+HUARAL,1,88,294,9,1,4,0,0,0,0,9,3,73,26,1.97,1.85,1.73,1.77,105011,2020,4
LIMA+HUAROCHIRI+CHICLA,1,22,320,31,1,4,1,10,2,4,8,4,14,3,1.88,1.67,1.92,2,3222,2020,
LIMA+HUAROCHIRI+HUAROCHIRI,1,20,608,18,1,4,3,32,1,11,11,0,4,0,2.12,2.09,2.37,2.38,1256,2020,
LIMA+HUAROCHIRI+MATUCANA,1,40,650.04,54,1,5,3,42,0,0,19,3,30,6,1.82,2.25,2,2.01,4014,2020,
LIMA+HUAROCHIRI+RICARDO PALMA,1,41,165.81,79,1,3,1,10,1,20,9,0,12,9,2.12,2.5,2.17,2.2,6631,2020,2
LIMA+HUAROCHIRI+SAN DAMIAN,1,22,273.56,70,1,4,1,10,0,0,5,0,11,0,2.38,1.94,1.94,2.08,1132,2020,
LIMA+HUAROCHIRI+SAN LORENZO DE QUINTI,1,15,250,114,1,6,8,80,0,0,4,0,16,0,1.82,1.86,1.96,1.96,1128,2020,
LIMA+HUAROCHIRI+SAN MATEO,1,28,97,41,1,10,6,83,4,46,8,0,9,1,2.29,2,1.57,1.86,3918,2020,1
LIMA+HUAROCHIRI+SANTA EULALIA,1,45,161,22,1,4,10,90,3,35,11,0,44,5,2.47,2.4,2.09,2.19,13305,2020,1
LIMA+HUAURA+AMBAR,1,11,386.78,10,1,3,13,97,0,0,2,0,16,0,2.09,2.16,2.05,2.1,2062,2020,
LIMA+HUAURA+HUACHO,1,75,432,90,1,4,25,250,3,30,30,2,71,15,1.93,1.85,1.71,1.86,68599,2020,22
LIMA+HUAURA+HUALMAY,1,67,532,9,1,6,34,340,1,20,16,6,19,8,2.21,2.19,2.12,2.14,28388,2020,4
LIMA+HUAURA+HUAURA,1,51,240.71,28,1,5,5,64,0,0,6,2,32,4,1.81,1.59,1.57,1.69,36259,2020,11
LIMA+HUAURA+SAYAN,2,46,487,86,2,11,12,170,0,0,18,3,30,7,2.19,2.05,2,2.05,24378,2020,
LIMA+HUAURA+VEGUETA,1,35,135,47,1,3,8,152,1,18,20,0,12,7,1.85,1.8,1.76,1.78,28156,2020,5
LIMA+LIMA+ANCON,1,83,450,18,1,3,10,71,0,0,44,11,49,12,2.27,1.91,2.14,2.09,82677,2020,1
LIMA+LIMA+ATE,4,466,4241.73,159,4,26,81,813,13,136,300,8,734,144,2.07,1.99,1.77,1.87,670818,2020,21
LIMA+LIMA+BARRANCO,1,118,1507,51,1,11,20,200,7,37,216,18,157,75,2.33,1.83,2.17,2.22,35915,2020,3
LIMA+LIMA+BRENA,2,215,2900,72,2,62,15,110,4,35,77,5,48,46,2.16,1.74,2.05,2.16,93111,2020,10
LIMA+LIMA+CARABAYLLO,3,364,1772.51,145,3,11,82,765,8,307,76,12,168,23,2.09,1.89,1.78,1.77,400414,2020,22
LIMA+LIMA+CHACLACAYO,1,90,1031.25,26,1,8,26,355,5,43,21,9,50,20,1.88,1.77,1.85,1.85,44157,2020,5
LIMA+LIMA+CHORRILLOS,4,405,2782.65,181,4,32,16,179,1,10,200,4,124,76,2,1.82,1.87,1.91,355978,2020,18
LIMA+LIMA+CIENEGUILLA,1,62,699,40,1,8,3,30,1,36,1,5,65,43,2.05,1.89,1.89,2.05,39055,2020,
LIMA+LIMA+COMAS,5,605,3863.62,173,5,31,104,1127,12,146,233,5,166,46,2.13,1.78,1.78,1.86,573884,2020,48
LIMA+LIMA+EL AGUSTINO,5,365,2494.24,212,5,55,37,382,15,170,161,12,84,71,2.14,2.05,1.9,1.9,221974,2020,7
LIMA+LIMA+INDEPENDENCIA,3,361,2572.89,95,3,30,40,422,2,41,208,31,277,38,2.13,1.91,1.81,1.79,222850,2020,33
LIMA+LIMA+JESUS MARIA,1,100,1026.2,2,1,11,4,50,2,30,33,9,542,125,2.03,2.41,1.71,1.75,81743,2020,12
LIMA+LIMA+LA MOLINA,3,247,2932.87,80,3,20,8,80,7,68,72,20,516,129,2.29,2.5,1.79,1.85,160244,2020,4
LIMA+LIMA+LA VICTORIA,3,397,3590,132,2,16,36,197,15,72,57,5,162,74,2.15,1.92,1.74,1.78,188619,2020,47
LIMA+LIMA+LIMA,10,907,7602.98,572,10,62,117,1214,54,473,301,106,1594,263,2.15,2,1.87,1.87,267379,2020,82
LIMA+LIMA+LINCE,1,123,600,49,1,21,4,41,0,0,52,4,283,65,2.05,2.35,1.6,1.75,59578,2020,4
LIMA+LIMA+LOS OLIVOS,3,462,2074,102,3,32,67,549,18,504,105,21,273,81,2.06,1.85,1.6,1.65,351983,2020,51
LIMA+LIMA+LURIGANCHO,3,245,3663.22,111,2,5,54,559,15,140,403,3,509,28,2.13,2.02,1.89,1.95,283231,2020,18
LIMA+LIMA+LURIN,1,99,571,60,1,3,2,20,2,15,37,10,520,38,2.42,2.22,1.7,1.9,109506,2020,14
LIMA+LIMA+MAGDALENA DEL MAR,1,79,850,53,1,11,45,538,16,390,30,0,162,50,2.4,2.47,1.87,1.87,65139,2020,8
LIMA+LIMA+MIRAFLORES,2,253,1776,112,2,15,16,203,15,149,112,19,832,195,2.65,2.89,2.07,2.07,108855,2020,23
LIMA+LIMA+PACHACAMAC,2,152,4918,90,2,6,39,410,1,11,69,12,131,51,2.29,1.97,2.02,2.22,142133,2020,8
LIMA+LIMA+PUCUSANA,1,78,188,79,1,1,0,0,0,0,52,6,34,17,2.24,1.88,1.65,1.65,16615,2020,
LIMA+LIMA+PUEBLO LIBRE,1,100,540,25,1,8,4,49,3,17,60,6,277,62,2.24,2.14,1.83,1.92,94010,2020,7
LIMA+LIMA+PUENTE PIEDRA,3,373,1754.45,81,3,16,40,443,16,163,67,17,510,94,2.16,2.13,1.89,1.92,395819,2020,23
LIMA+LIMA+PUNTA HERMOSA,1,72,564,10,1,4,2,25,1,5,36,12,122,15,2.33,2.55,3,2.91,22230,2020,4
LIMA+LIMA+PUNTA NEGRA,1,49,346.5,57,1,3,5,87,0,0,21,2,28,10,2.47,2.07,2.48,2.5,8243,2020,3
LIMA+LIMA+RIMAC,6,479,1727.26,173,6,42,58,619,11,77,168,3,62,6,2.16,1.77,1.9,1.96,180260,2020,9
LIMA+LIMA+SAN BARTOLO,1,65,841.67,35,1,4,7,70,1,10,17,4,69,11,2.12,2.27,1.73,1.92,8722,2020,1
LIMA+LIMA+SAN BORJA,2,253,991,51,2,26,23,215,14,100,106,31,695,157,2.3,2.88,1.82,2.02,127102,2020,7
LIMA+LIMA+SAN ISIDRO,2,203,1774.08,73,2,8,10,103,11,21,128,106,1116,316,2.25,2.54,1.74,1.92,67703,2020,5
LIMA+LIMA+SAN JUAN DE LURIGANCHO,9,1129,9246.53,207,8,90,293,2615,55,736,432,17,188,80,2.07,1.73,1.83,1.86,1177629,2020,74
LIMA+LIMA+SAN JUAN DE MIRAFLORES,4,360,4210.77,153,4,21,43,544,35,716,66,2,174,42,2.18,1.86,2.16,2.2,412865,2020,14
LIMA+LIMA+SAN LUIS,2,230,1908.91,70,2,56,19,232,1,10,52,12,57,43,2.22,2.01,1.61,1.79,55793,2020,4
LIMA+LIMA+SAN MARTIN DE PORRES,3,365,1750.8,151,3,2,34,390,24,400,85,5,284,80,2.02,1.7,1.63,1.68,744050,2020,52
LIMA+LIMA+SAN MIGUEL,2,223,990,63,2,13,8,84,2,28,114,22,266,114,2.38,2.54,1.84,1.88,173309,2020,16
LIMA+LIMA+SANTA ANITA,1,205,342.02,44,1,15,5,54,2,58,45,15,145,33,2.16,2.15,1.92,2.01,221776,2020,8
LIMA+LIMA+SANTA MARIA DEL MAR,1,47,367.5,51,1,6,2,20,1,16,16,2,60,6,2.07,1.8,2.23,2.29,1142,2020,
LIMA+LIMA+SANTA ROSA,1,83,236,32,1,2,3,36,3,22,108,12,29,7,2,1.64,1.71,1.86,37940,2020,1
LIMA+LIMA+SANTIAGO DE SURCO,3,389,2346.65,109,3,27,16,380,18,125,220,38,1022,214,2.32,2.36,1.84,1.93,408086,2020,30
LIMA+LIMA+SURQUILLO,1,142,900,79,1,4,38,380,4,40,51,7,247,69,2.52,2.31,1.88,1.98,100339,2020,5
LIMA+LIMA+VILLA EL SALVADOR,2,205,2768.04,55,2,4,12,150,6,63,68,6,81,70,1.93,1.75,1.75,1.8,423887,2020,24
LIMA+LIMA+VILLA MARIA DEL TRIUNFO,6,453,4266.3,168,6,40,40,405,15,145,291,12,134,31,1.98,1.69,1.79,1.82,437992,2020,31
LIMA+OYON+OYON,2,21,616.81,93,2,25,2,23,1,11,10,4,15,10,2.23,2.15,1.92,1.92,11903,2020,
LIMA+OYON+PACHANGARA,1,17,142.8,42,1,8,1,10,1,10,7,1,3,3,2.19,2.14,2.4,2.38,2367,2020,
LIMA+YAUYOS+CATAHUASI,1,14,320,12,1,5,0,0,0,0,6,0,2,0,2.11,2.21,2,2.12,1072,2020,
LIMA+YAUYOS+HUANGASCAR,1,13,389.9,10,1,0,2,20,0,0,8,0,5,0,1.81,1.53,1.78,1.79,648,2020,
LIMA+YAUYOS+YAUYOS,1,17,280,23,1,12,4,54,0,0,6,0,4,0,2.16,1.89,1.95,2.01,1276,2020,
LORETO+ALTO AMAZONAS+LAGUNAS,1,13,418.02,18,0,0,0,0,0,0,22,0,30,0,2.91,2.86,4.41,4.41,13684,2020,
LORETO+ALTO AMAZONAS+YURIMAGUAS,1,146,1300,45,1,3,0,0,0,0,24,1,31,3,2.6,2.33,2.47,2.42,104052,2020,2
LORETO+DATEM DEL MARANON+BARRANCA,1,27,90,10,0,6,2,20,1,10,4,2,12,4,1.74,1.88,2.06,2.09,15950,2020,
LORETO+LORETO+NAUTA,2,50,400,34,2,1,3,32,2,20,17,0,7,3,2.12,1.71,2,2.09,33520,2020,
LORETO+LORETO+PARINARI,1,6,40,12,1,0,0,0,0,0,6,0,2,0,2.08,2,1.5,1.5,6276,2020,
LORETO+LORETO+TIGRE,1,7,96,23,0,0,0,0,0,0,4,0,8,0,2.73,2.5,2.04,2.02,7568,2020,
LORETO+LORETO+TROMPETEROS,1,13,216.8,5,0,4,0,0,0,0,9,0,11,4,2.12,1.62,1.12,1.35,10789,2020,
LORETO+LORETO+URARINAS,1,9,112.29,13,0,4,2,30,0,0,13,0,6,0,2.94,2.53,2.94,2.59,13751,2020,
LORETO+MARISCAL RAMON CASTILLA+PEBAS,1,11,140,10,1,2,0,0,0,0,9,1,12,1,2.51,2.33,2.2,2.27,12700,2020,
LORETO+MARISCAL RAMON CASTILLA+RAMON CASTILLA,2,44,1761.18,28,2,7,1,10,0,0,15,2,18,3,1.81,1.62,2.19,2,23811,2020,
LORETO+MARISCAL RAMON CASTILLA+SAN PABLO,1,16,360,35,1,10,2,70,0,0,9,0,10,3,2.22,1.97,2.15,2.44,12680,2020,
LORETO+MAYNAS+ALTO NANAY,1,11,240,34,1,0,0,0,0,0,9,0,6,0,2.05,1.95,2.14,2.36,3277,2020,
LORETO+MAYNAS+BELEN,2,226,670.85,71,2,11,37,484,4,66,62,16,25,6,1.99,1.71,1.74,1.78,71005,2020,2
LORETO+MAYNAS+FERNANDO LORES,3,25,341.65,142,0,0,0,0,0,0,17,0,15,4,2.68,2.57,1.63,2,14284,2020,
LORETO+MAYNAS+INDIANA,2,15,264,48,0,2,0,0,0,0,17,0,12,3,2.75,2.5,1.88,2.5,11717,2020,
LORETO+MAYNAS+IQUITOS,2,244,1070,120,2,7,27,282,8,104,108,18,200,21,2.02,1.8,1.87,1.89,163502,2020,6
LORETO+MAYNAS+LAS AMAZONAS,2,14,3165,52,1,3,3,61,1,8,13,3,20,0,2.12,1.5,1.89,2.03,8546,2020,
LORETO+MAYNAS+MAZAN,1,12,353.43,3,1,12,0,0,0,0,6,0,10,2,2.26,2,2.06,2.1,14091,2020,
LORETO+MAYNAS+NAPO,1,7,111.8,10,0,1,0,0,0,0,2,0,10,1,2.38,2.11,1.83,2,17605,2020,
LORETO+MAYNAS+PUNCHANA,1,89,2083.34,20,1,6,12,28,10,25,36,6,85,15,2.11,1.89,2.02,1.99,88908,2020,3
LORETO+MAYNAS+TORRES CAUSANA,1,7,50.3,7,0,0,0,0,0,0,10,0,11,0,2.62,2.75,2.83,2.83,5061,2020,
LORETO+REQUENA+ALTO TAPICHE,1,5,160,25,1,1,0,0,0,0,17,0,6,0,2.13,1.93,3.18,3.25,1631,2020,
LORETO+REQUENA+CAPELO,1,7,100,16,1,0,0,0,0,0,3,0,10,0,2.86,2.36,2,2.36,2417,2020,
LORETO+REQUENA+EMILIO SAN MARTIN,1,6,170,50,0,0,3,6,0,0,3,0,6,0,2.48,2.62,2.43,2.62,6859,2020,
LORETO+REQUENA+JENARO HERRERA,1,6,100,30,0,0,0,0,0,0,6,0,10,0,2.58,2.5,1.81,1.85,5092,2020,
LORETO+REQUENA+PUINAHUA,1,15,210,35,0,2,4,40,1,10,24,0,5,0,3.17,2.53,2.6,2.54,4617,2020,
LORETO+REQUENA+REQUENA,1,32,230.4,25,1,7,3,30,0,0,20,0,8,4,2.02,1.67,1.93,1.93,28008,2020,
LORETO+REQUENA+SAQUENA,2,12,112.3,42,0,0,0,0,0,0,14,0,6,0,1.97,2.09,2.43,2.5,3256,2020,
LORETO+REQUENA+SOPLIN,1,8,97,9,0,0,0,0,0,0,6,0,6,0,2.22,2.01,1.96,2.07,695,2020,
LORETO+REQUENA+TAPICHE,1,6,150,31,0,0,0,0,0,0,9,0,1,0,2.47,1.97,1.9,1.92,952,2020,
LORETO+UCAYALI+CONTAMANA,1,20,560,30,1,5,0,0,0,0,15,15,26,3,2.16,2.07,1.66,1.8,28258,2020,2
LORETO+UCAYALI+PAMPA HERMOSA,1,12,272,0,1,0,0,0,0,0,4,0,5,0,2.02,1.88,1.89,2.05,6200,2020,
MADRE DE DIOS+MANU+HUEPETUHE,1,16,92.36,23,1,4,0,0,0,0,6,1,9,4,1.69,1.81,1.94,1.95,10645,2020,
MADRE DE DIOS+MANU+MADRE DE DIOS,2,28,650,29,0,4,5,50,2,13,9,0,7,3,1.67,1.67,2.17,2.17,6553,2020,
MADRE DE DIOS+MANU+MANU,1,16,192.75,26,1,4,2,22,0,0,20,0,2,0,2.02,1.92,1.8,1.98,2373,2020,
MADRE DE DIOS+TAHUAMANU+IBERIA,1,16,620.47,20,1,4,5,50,2,20,19,3,7,2,2.02,1.95,2.09,2.11,5784,2020,
MADRE DE DIOS+TAMBOPATA+INAMBARI,2,31,670.87,60,0,13,1,10,0,0,8,0,8,2,1.78,2.15,2.14,2.17,15132,2020,1
MADRE DE DIOS+TAMBOPATA+LABERINTO,1,15,314.4,36,1,8,10,100,3,45,10,0,12,0,1.78,1.87,2,2.04,6518,2020,
MADRE DE DIOS+TAMBOPATA+LAS PIEDRAS,2,21,204,17,2,7,76,80,10,10,31,8,4,2,1.93,2.12,2.4,2.36,18553,2020,
MADRE DE DIOS+TAMBOPATA+TAMBOPATA,2,120,1364.88,95,2,14,2,13,0,0,50,12,54,23,1.87,2.15,1.96,1.96,100011,2020,2
MOQUEGUA+GENERAL SANCHEZ CERRO+CHOJATA,1,12,167,40,0,4,25,25,0,0,3,0,20,0,2.5,2,2,2.08,576,2020,
MOQUEGUA+GENERAL SANCHEZ CERRO+ICHUNA,1,18,175,66,0,5,0,0,0,0,27,5,7,3,2.08,2.32,2.32,2.33,3014,2020,
MOQUEGUA+GENERAL SANCHEZ CERRO+OMATE,1,12,320,5,1,2,0,0,0,0,4,0,2,3,2.12,2,2.29,1.86,3117,2020,
MOQUEGUA+GENERAL SANCHEZ CERRO+PUQUINA,1,18,555.22,26,1,1,6,60,0,0,5,0,4,0,1.63,1.75,2.14,2.2,2512,2020,
MOQUEGUA+GENERAL SANCHEZ CERRO+QUINISTAQUILLAS,1,11,385.01,39,1,0,0,0,0,0,6,0,4,0,1.98,2.05,1.84,1.91,480,2020,
MOQUEGUA+GENERAL SANCHEZ CERRO+UBINAS,2,30,447,41,0,16,6,64,0,0,28,0,6,0,2.21,1.81,1.9,1.93,1574,2020,
MOQUEGUA+ILO+EL ALGARROBAL,1,14,160,30,0,2,0,0,0,0,20,0,2,0,1.88,1.62,2.12,2.12,7257,2020,
MOQUEGUA+ILO+ILO,2,112,2339.43,57,2,1,20,200,20,80,43,12,37,8,2.02,1.91,2.08,2.11,70753,2020,3
MOQUEGUA+ILO+PACOCHA,1,31,308.43,50,1,15,1,11,2,4,8,1,12,18,2.68,2.59,2.07,2.15,4676,2020,
MOQUEGUA+MARISCAL NIETO+CARUMAS,1,13,237,25,1,0,2,10,0,0,6,0,6,0,2.77,3.08,3.54,3.54,2197,2020,
MOQUEGUA+MARISCAL NIETO+MOQUEGUA,3,145,1811.73,33,2,3,10,97,4,18,45,14,21,19,2.04,1.96,1.96,1.96,74486,2020,3
MOQUEGUA+MARISCAL NIETO+SAMEGUA,1,47,1464.18,15,1,12,12,12,0,0,12,0,2,0,2.05,1.64,2,1.93,9804,2020,
MOQUEGUA+MARISCAL NIETO+SAN CRISTOBAL,1,12,235.39,5,0,3,5,50,0,0,8,0,16,0,2.09,2.04,2.04,2.04,1588,2020,
MOQUEGUA+MARISCAL NIETO+TORATA,1,14,211,11,0,10,8,129,0,0,4,3,12,11,2.83,2.67,1.5,1.5,6753,2020,1
PASCO+DANIEL ALCIDES CARRION+CHACAYAN,1,21,200.59,12,1,4,2,10,1,10,9,3,2,6,2.12,1.88,3.12,3.88,1820,2020,
PASCO+DANIEL ALCIDES CARRION+GOYLLARISQUIZGA,1,12,150,13,1,1,1,10,0,0,3,1,4,1,2.25,2.42,2.09,2.11,1445,2020,
PASCO+DANIEL ALCIDES CARRION+PAUCAR,1,16,227.6,12,0,1,0,0,0,0,5,2,1,1,2.21,2.17,2.22,2.31,1779,2020,
PASCO+DANIEL ALCIDES CARRION+SANTA ANA DE TUSI,1,20,152.6,7,1,1,16,160,0,0,4,3,8,4,2.73,2.4,2.4,2.63,23986,2020,
PASCO+DANIEL ALCIDES CARRION+YANAHUANCA,1,33,230.1,50,1,4,5,54,1,12,12,12,12,1,2.12,1.85,1.89,1.97,11495,2020,1
PASCO+OXAPAMPA+CONSTITUCION,1,25,225,17,1,20,0,0,0,0,18,3,9,2,2.05,2.31,2.04,1.96,17089,2020,3
PASCO+OXAPAMPA+HUANCABAMBA,1,14,337.52,8,1,2,0,0,0,0,1,1,10,4,1.81,1.96,2.02,1.94,7028,2020,
PASCO+OXAPAMPA+OXAPAMPA,1,41,275,40,1,1,2,32,0,0,10,6,16,10,2.54,2.33,2.4,2.38,17255,2020,2
PASCO+OXAPAMPA+PALCAZU,1,23,500,13,1,4,10,10,0,0,1,1,8,4,1.68,2.11,2.21,2.25,8076,2020,
PASCO+OXAPAMPA+POZUZO,1,13,200,12,0,0,0,0,0,0,2,0,5,2,2.38,2.72,3.4,3.43,4580,2020,
PASCO+OXAPAMPA+PUERTO BERMUDEZ,1,32,473.7,25,1,3,6,70,0,0,18,10,16,8,1.83,2.33,3.11,3.06,21511,2020,
PASCO+OXAPAMPA+VILLA RICA,1,31,540,45,1,11,8,95,1,6,3,8,12,1,2.22,2.32,2.53,2.43,18610,2020,6
PASCO+PASCO+CHAUPIMARCA,1,43,154.23,24,1,0,0,0,3,63,5,3,32,15,1.93,1.87,2.07,2.12,26924,2020,1
PASCO+PASCO+HUACHON,1,23,292.19,23,1,8,6,10,0,0,18,8,7,3,2.4,2.11,2.57,2.7,4601,2020,
PASCO+PASCO+HUARIACA,1,31,211,20,1,3,11,110,3,36,3,1,7,5,2.17,2.12,2.67,2.71,6925,2020,
PASCO+PASCO+HUAYLLAY,1,20,374,55,1,0,7,10,10,15,2,1,12,3,1.81,2.31,1.88,1.88,9451,2020,1
PASCO+PASCO+PAUCARTAMBO,1,32,106.9,26,1,6,7,80,1,17,24,0,17,7,2.52,1.92,2.23,2.38,9858,2020,
PASCO+PASCO+SAN FRANCISCO DE ASIS DE YARUSYACAN,1,21,228.95,9,1,3,10,120,2,22,7,3,5,0,1.62,1.75,1.88,2.12,3818,2020,
PASCO+PASCO+SIMON BOLIVAR,1,37,180,5,0,4,10,120,2,20,2,2,12,6,2.08,1.88,1.76,1.73,12708,2020,
PASCO+PASCO+TICLACAYAN,1,28,154.9,7,1,5,4,40,0,0,6,3,11,1,2.5,2.25,3,2.75,2847,2020,
PASCO+PASCO+TINYAHUARCO,1,32,409.69,75,1,1,0,0,0,0,7,0,8,0,1.81,1.56,1.75,1.88,7278,2020,
PASCO+PASCO+VICCO,1,24,912.29,2,1,4,0,0,0,0,11,0,11,0,1.82,1.55,2.27,2.36,3802,2020,
PASCO+PASCO+YANACANCHA,3,90,588.04,89,3,4,5,50,3,35,126,6,30,11,2.02,2.07,2.07,2.1,31264,2020,2
PIURA+AYABACA+AYABACA,1,40,547.34,2,0,4,0,0,0,0,30,0,12,2,2.13,1.71,1.91,1.95,32889,2020,
PIURA+AYABACA+FRIAS,2,25,464.39,110,2,0,0,0,1,4,13,0,5,0,2.5,2,1.8,1.85,21370,2020,
PIURA+AYABACA+JILILI,1,12,271.8,50,1,1,1,12,0,0,8,0,5,0,2.26,1.81,1.99,2.38,2675,2020,
PIURA+AYABACA+LAGUNAS,1,15,99,52,0,0,0,0,0,0,3,0,13,0,2.13,2.07,1.57,1.86,5816,2020,1
PIURA+AYABACA+MONTERO,1,12,137.8,68,0,10,0,0,0,0,4,0,7,0,3,3,3.55,3.54,6628,2020,
PIURA+AYABACA+PACAIPAMPA,1,19,331,65,1,8,0,0,0,0,3,3,10,1,1.99,1.87,1.68,1.68,23262,2020,
PIURA+AYABACA+PAIMAS,1,17,193.36,55,1,4,3,36,1,10,6,0,9,0,1.9,1.96,1.87,1.95,10382,2020,1
PIURA+AYABACA+SAPILLICA,1,11,122.71,45,0,6,3,45,2,8,6,0,12,2,2.47,2.3,2.23,2.25,11065,2020,
PIURA+AYABACA+SICCHEZ,1,16,150,23,1,0,0,0,0,0,5,0,10,0,1.85,2.12,1.91,1.92,1642,2020,
PIURA+AYABACA+SUYO,1,24,300,93,1,10,4,43,3,11,8,3,28,3,2.06,2.51,2.75,2.62,12008,2020,1
PIURA+HUANCABAMBA+CANCHAQUE,1,14,272,55,1,2,0,20,0,0,4,0,2,0,2.12,1.88,1.57,1.57,7628,2020,
PIURA+HUANCABAMBA+EL CARMEN DE LA FRONTERA,1,11,220,39,1,0,0,0,0,0,3,0,9,0,1.91,1.33,1.56,1.57,11797,2020,
PIURA+HUANCABAMBA+HUANCABAMBA,1,46,408.62,12,1,3,3,20,3,15,24,0,26,0,2.02,1.62,1.75,1.8,29446,2020,
PIURA+HUANCABAMBA+HUARMACA,1,21,224.92,31,1,0,6,60,1,10,6,0,3,0,2.18,2.19,2.38,2.67,37489,2020,
PIURA+HUANCABAMBA+SAN MIGUEL DE EL FAIQUE,1,15,97,11,0,12,0,0,0,0,3,0,10,0,2.83,2,2,2.29,9395,2020,
PIURA+HUANCABAMBA+SONDOR,1,15,198.88,30,0,5,4,63,2,7,5,0,9,0,2.16,2.19,2.2,2.22,7425,2020,
PIURA+HUANCABAMBA+SONDORILLO,1,14,170,68,1,0,0,15,0,10,10,0,5,0,2.57,2,3,3.13,11172,2020,
PIURA+MORROPON+BUENOS AIRES,1,18,200,27,1,5,1,10,0,0,20,0,7,0,2.41,2.53,2,2.06,10211,2020,
PIURA+MORROPON+CHALACO,1,14,1720,54,1,0,0,0,1,10,2,0,6,1,2.21,1.86,1.71,1.73,7746,2020,
PIURA+MORROPON+CHULUCANAS,5,154,1991.02,99,3,21,10,34,6,37,28,11,33,36,2.45,2.17,2.12,2.2,89735,2020,14
PIURA+MORROPON+LA MATANZA,1,17,365.54,21,1,0,0,0,0,0,7,4,6,6,1.91,2.02,1.89,1.92,15047,2020,
PIURA+MORROPON+MORROPON,1,70,597.5,70,1,5,9,90,5,50,24,3,38,6,2.29,2.43,2.43,2.43,16052,2020,1
PIURA+MORROPON+SALITRAL,1,11,300,30,1,26,1,10,0,0,6,0,2,4,2.18,1.82,1.82,1.82,9086,2020,1
PIURA+MORROPON+SAN JUAN DE BIGOTE,1,15,232.4,20,1,11,0,0,1,11,8,0,2,0,2.06,2.21,2,1.92,6710,2020,
PIURA+MORROPON+SANTA CATALINA DE MOSSA,2,37,1066.62,97,2,1,0,0,12,12,15,0,7,0,1.88,1.88,1.91,2.05,3813,2020,
PIURA+MORROPON+SANTO DOMINGO,1,31,213.89,86,1,12,0,0,0,0,8,0,5,0,2,2.1,2.2,2.21,6029,2020,
PIURA+MORROPON+YAMANGO,1,14,123.91,16,1,3,0,0,2,14,9,0,6,0,1.77,1.73,1.38,1.5,8764,2020,
PIURA+PAITA+AMOTAPE,1,15,486.5,55,1,0,0,0,1,3,16,0,10,2,1.74,1.77,2,2.05,2526,2020,
PIURA+PAITA+COLAN,2,33,910,94,2,5,5,60,3,40,22,0,27,3,2.53,2.27,2.33,2.33,16953,2020,
PIURA+PAITA+LA HUACA,1,21,1096.9,41,0,12,0,23,0,23,6,1,10,3,2.69,2.75,2.69,2.62,14170,2020,
PIURA+PAITA+PAITA,2,151,1165.6,75,2,8,6,60,6,18,39,9,62,12,2,1.86,1.87,1.84,101905,2020,13
PIURA+PAITA+TAMARINDO,1,17,405.7,64,1,12,3,30,0,0,9,0,7,3,2.09,1.95,1.95,2.01,5330,2020,
PIURA+PAITA+VICHAYAL,1,16,189.04,68,1,12,2,22,1,8,5,3,1,3,3,2.59,2.44,2.44,6156,2020,
PIURA+PIURA+CASTILLA,3,262,3297.59,99,3,7,15,136,4,36,20,8,145,18,2.06,1.88,1.82,1.83,183759,2020,31
PIURA+PIURA+CATACAOS,2,145,1482.7,48,2,4,9,146,11,65,72,27,75,23,2.28,2.15,2.24,2.28,80950,2020,4
PIURA+PIURA+CURA MORI,1,22,935.5,53,1,1,2,35,0,0,6,0,12,3,1.96,1.92,1.96,1.96,20065,2020,
