UBICACION,num_comisarias,personal,area_com,old_com,com_internet,nreu_codisec,juntas,per_juntas,redes,per_redes,n_patru,n_pat_int,serenazgos,n_vehi,conf_pnp,conf_muni,conf_pj,conf_mpfn,Poblacion,ANIO,denuncias
PIURA+PIURA+LA ARENA,1,37,261.7,35,1,11,2,50,2,20,18,8,19,4,1.96,2.07,1.74,1.7,41286,2020,1
PIURA+PIURA+LA UNION,1,39,429.9,35,1,0,17,193,5,31,12,1,21,7,2.56,2.47,2.44,2.47,44355,2020,3
PIURA+PIURA+LAS LOMAS,2,53,1070.13,91,2,26,3,20,1,10,17,1,11,3,2,1.67,1.91,1.85,29241,2020,5
PIURA+PIURA+PIURA,2,243,2676.63,67,2,1,21,249,4,49,60,9,159,48,2.07,1.86,1.79,1.78,177748,2020,95
PIURA+PIURA+TAMBO GRANDE,2,37,863.23,115,2,16,4,59,3,13,19,6,30,10,2.44,2.22,2.56,2.52,124028,2020,9
PIURA+PIURA+VEINTISEIS DE OCTUBRE,2,197,1133.95,62,2,2,14,155,16,144,120,379,151,14,2.11,1.96,1.91,1.94,187787,2020,30
PIURA+SECHURA+BERNAL,1,35,620,16,1,26,0,0,0,0,6,0,5,2,1.17,1.56,2.6,2.6,7674,2020,1
PIURA+SECHURA+RINCONADA LLICUAR,1,33,191.75,20,1,2,2,18,1,8,4,1,2,2,2.14,2.27,2.71,2.75,3141,2020,
PIURA+SECHURA+SECHURA,3,142,1212.16,83,1,8,8,121,9,97,25,17,69,9,2.12,2,2,1.92,50892,2020,3
PIURA+SECHURA+VICE,1,29,462.24,52,0,6,6,60,0,0,1,1,8,4,2.58,2.55,2.13,2.13,17732,2020,
PIURA+SULLANA+BELLAVISTA,1,85,471.95,35,1,4,13,171,11,25,15,6,30,3,1.93,1.93,2.17,2.17,38905,2020,4
PIURA+SULLANA+IGNACIO ESCUDERO,1,29,2600,10,1,0,0,0,0,0,18,2,12,3,2.57,2.43,2.43,2.43,21676,2020,
PIURA+SULLANA+LANCONES,2,31,535,128,1,7,3,53,1,10,7,0,14,0,2.62,2.81,2,1.99,13286,2020,3
PIURA+SULLANA+MARCAVELICA,1,27,550,61,1,4,3,24,4,32,18,3,17,2,2.21,2.27,2.23,2.25,32265,2020,1
PIURA+SULLANA+MIGUEL CHECA,1,24,237.5,36,1,1,6,60,1,4,6,2,10,1,2.57,2.57,2,2,10210,2020,
PIURA+SULLANA+QUERECOTILLO,1,37,433.35,2,1,1,3,46,3,36,15,1,7,5,2.22,2.15,2.15,2.22,28130,2020,2
PIURA+SULLANA+SALITRAL,1,22,200,69,0,0,12,12,0,0,15,4,2,3,2.08,2.07,2.07,2.06,7667,2020,
PIURA+SULLANA+SULLANA,3,232,1987.7,49,3,21,22,346,17,123,135,36,110,26,1.91,1.75,1.74,1.74,189351,2020,35
PIURA+TALARA+EL ALTO,1,24,600,8,0,15,3,30,0,0,7,9,44,4,1.86,2,2.01,2.07,8969,2020,1
PIURA+TALARA+LA BREA,1,17,500,57,1,3,0,0,0,0,5,3,106,10,2.24,2.12,1.9,2,13192,2020,3
PIURA+TALARA+LOS ORGANOS,1,21,327,60,1,44,2,29,3,56,14,3,35,15,2.24,2.08,2.44,2.4,11634,2020,1
PIURA+TALARA+MANCORA,1,71,258,8,1,12,6,88,2,27,20,3,51,12,2.36,2.23,2.14,2.23,14116,2020,1
PIURA+TALARA+PARINAS,2,143,2066.36,110,2,5,10,100,3,30,147,52,110,23,2.23,2.1,2.11,2.13,104973,2020,7
PUNO+AZANGARO+ARAPA,1,13,223.79,16,1,5,19,249,0,0,2,0,3,0,2.53,2.35,2.75,2.62,7130,2020,
PUNO+AZANGARO+ASILLO,1,17,302.03,32,1,0,0,0,0,0,13,0,8,1,1.39,1.7,2.52,2.48,14758,2020,
PUNO+AZANGARO+AZANGARO,1,67,531.81,17,1,10,1,210,2,40,4,9,24,9,1.7,1.99,1.83,1.91,31615,2020,
PUNO+AZANGARO+JOSE DOMINGO CHOQUEHUANCA,1,15,160,23,1,6,9,0,0,0,18,0,3,1,2.08,1.96,2.68,2.6,4767,2020,
PUNO+AZANGARO+SAN ANTON,1,15,140,5,1,2,9,130,0,0,12,0,5,0,1.88,2,2.38,2.5,7352,2020,
PUNO+CARABAYA+CRUCERO,1,16,600,10,1,4,0,0,0,0,12,0,8,1,2.04,2.17,1.92,1.92,10095,2020,
PUNO+CARABAYA+MACUSANI,1,25,482,65,1,0,0,0,0,0,9,4,30,3,1.88,2,2.5,2.25,14173,2020,
PUNO+CHUCUITO+DESAGUADERO,1,35,342.89,20,1,0,0,0,0,0,2,2,10,3,1.88,2,1.75,2,13132,2020,
PUNO+CHUCUITO+HUACULLANI,1,16,365.25,7,1,2,17,17,0,0,8,2,6,1,2.3,2.1,2.22,2.24,8634,2020,
PUNO+CHUCUITO+JULI,1,26,760,30,1,22,10,28,1,6,12,0,34,6,1.53,1.6,2.33,2.47,20420,2020,
PUNO+CHUCUITO+POMATA,1,17,250,54,1,6,4,20,0,0,12,1,10,4,1.67,1.98,2.33,2.45,13999,2020,
PUNO+CHUCUITO+ZEPITA,1,18,90,10,1,4,1,12,1,14,12,3,8,2,2.22,1.91,2,2.01,17402,2020,
PUNO+EL COLLAO+ILAVE,1,126,420.52,21,1,5,6,68,2,104,19,10,60,15,2.1,1.9,2.28,2.29,48729,2020,
PUNO+EL COLLAO+PILCUYO,1,15,150,25,1,5,5,30,3,10,6,3,9,5,1.62,1.71,1.81,1.82,10812,2020,
PUNO+EL COLLAO+SANTA ROSA,1,21,136,32,1,3,0,0,0,0,18,0,9,3,2.04,1.95,2.14,2.2,3220,2020,
PUNO+HUANCANE+HUANCANE,1,31,604,20,1,2,6,60,0,0,7,0,25,5,1.68,1.91,1.91,2,19050,2020,
PUNO+HUANCANE+PUSI,1,16,67,35,1,1,0,0,0,0,6,0,4,1,1.69,1.75,1.76,1.73,5097,2020,
PUNO+HUANCANE+ROSASPATA,1,17,217,28,1,4,0,0,0,0,3,0,1,1,2.13,2,1.83,1.95,4039,2020,
PUNO+HUANCANE+TARACO,1,19,176.5,83,1,12,0,0,0,0,5,5,8,0,2.51,2.47,2.94,3.13,13536,2020,1
PUNO+HUANCANE+VILQUE CHICO,1,17,151,23,1,2,0,0,0,0,10,2,4,1,2.51,2.23,2.41,2.63,7490,2020,
PUNO+LAMPA+CABANILLA,1,16,287.8,10,1,0,0,0,0,0,6,1,4,2,1.85,1.82,1.74,1.67,5955,2020,
PUNO+LAMPA+LAMPA,1,52,503,0,1,10,2,25,1,10,21,0,8,3,1.86,1.67,1.92,1.92,11783,2020,
PUNO+LAMPA+PUCARA,1,17,130,38,1,0,1,1,0,0,8,6,2,2,1.9,2.1,2.48,2.38,5442,2020,
PUNO+LAMPA+SANTA LUCIA,1,21,112,40,1,0,2,20,0,0,7,0,5,3,2.23,2.23,2.54,2.69,7445,2020,
PUNO+MELGAR+ANTAUTA,1,17,200,60,1,10,0,0,0,0,6,0,16,0,2.36,2.57,2,1.86,5770,2020,
PUNO+MELGAR+AYAVIRI,1,54,361.41,25,1,29,19,210,2,70,6,2,19,6,1.98,2.07,1.95,1.95,25921,2020,
PUNO+MELGAR+NUNOA,1,15,452.23,8,1,3,2,23,0,0,10,6,7,3,2.55,2.33,2.42,2.43,8374,2020,
PUNO+MELGAR+ORURILLO,1,15,316.24,60,1,12,0,0,1,12,3,0,3,1,2.48,2.14,2.4,2.4,7579,2020,
PUNO+MELGAR+SANTA ROSA,1,17,120,12,1,0,1,19,0,0,6,0,5,2,2.14,2,1.82,2.02,6353,2020,
PUNO+MOHO+CONIMA,1,14,150,36,1,4,0,0,0,0,12,0,13,0,1.92,2,2,2.09,3263,2020,
PUNO+MOHO+MOHO,1,18,110,56,1,0,20,20,0,0,3,0,10,0,1.68,1.86,3,2.77,10927,2020,
PUNO+PUNO+ACORA,1,18,250,60,1,9,3,33,0,0,10,0,7,4,1.75,2,2.75,3.25,23439,2020,
PUNO+PUNO+CAPACHICA,1,13,141,50,1,0,6,115,0,0,9,0,4,0,1.96,2.04,2.29,1.86,7167,2020,
PUNO+PUNO+CHUCUITO,1,22,233.91,67,1,0,0,5,0,0,13,0,5,2,3,2.75,2.67,2.71,7380,2020,
PUNO+PUNO+HUATA,1,18,225,12,1,4,4,42,2,8,5,2,4,4,2.11,2.12,1.96,2,2904,2020,
PUNO+PUNO+MANAZO,1,31,160,40,1,3,0,0,0,0,6,0,9,0,2.14,2,2.57,3.14,5345,2020,
PUNO+PUNO+PAUCARCOLLA,1,19,211.82,46,1,0,2,32,0,0,9,0,1,0,2.27,1.95,2.04,2.1,4368,2020,
PUNO+PUNO+PICHACANI,1,18,150,30,1,3,4,40,1,25,10,0,3,1,2,2.05,2.32,2.68,6026,2020,
PUNO+PUNO+PLATERIA,1,16,250,0,1,0,0,0,0,0,9,0,3,0,2.08,2.09,2.17,2.21,7346,2020,
PUNO+PUNO+PUNO,4,377,1520.42,161,4,30,31,328,11,152,55,12,101,25,1.92,1.85,1.87,1.95,143867,2020,2
PUNO+PUNO+TIQUILLACA,1,22,249,23,1,3,8,91,0,0,9,0,1,2,2.15,1.86,2.16,2.18,1620,2020,
PUNO+SAN ANTONIO DE PUTINA+ANANEA,2,84,398.25,48,2,4,4,27,1,5,22,3,42,2,1.74,2.1,1.69,1.69,11551,2020,
PUNO+SAN ANTONIO DE PUTINA+PUTINA,1,42,1000,35,1,3,13,132,1,10,54,9,21,3,1.81,2.1,2.65,2.68,13882,2020,
PUNO+SAN ROMAN+CABANILLAS,1,17,220.65,24,1,20,18,180,1,11,3,1,4,1,1.8,2.21,2.21,2.31,4546,2020,
PUNO+SAN ROMAN+CARACOTO,1,18,64.02,48,1,4,9,104,0,0,4,5,3,3,1.59,1.56,1.82,2.02,7479,2020,
PUNO+SAN ROMAN+JULIACA,2,335,554.45,31,2,27,9,93,1,18,16,8,150,23,1.72,1.83,1.95,1.96,252671,2020,1
PUNO+SANDIA+LIMBANI,1,23,558.55,39,1,0,0,0,0,0,12,0,2,2,2.22,2.2,2.23,2.41,3269,2020,
PUNO+SANDIA+QUIACA,1,17,146.27,8,0,2,2,18,0,0,15,0,6,0,2.06,1.94,1.65,1.68,2308,2020,
PUNO+SANDIA+SAN JUAN DEL ORO,1,32,160,31,1,5,0,0,0,0,9,2,5,2,1.54,1.56,1.87,1.95,3235,2020,
PUNO+SANDIA+SANDIA,1,44,500.7,83,1,1,4,72,0,0,12,0,14,2,2.29,2.4,3.29,3.55,11446,2020,
PUNO+YUNGUYO+UNICACHI,1,12,159.16,16,1,0,0,0,0,0,9,0,2,0,2.13,2.56,2.4,2.4,849,2020,
PUNO+YUNGUYO+YUNGUYO,4,85,1250.5,172,3,8,13,143,0,0,27,0,17,2,1.69,1.62,2.59,2.59,24795,2020,
SAN MARTIN+BELLAVISTA+BAJO BIAVO,1,31,426.3,10,1,1,0,0,0,0,18,0,4,0,2.1,2.15,2.12,2.18,15041,2020,
SAN MARTIN+BELLAVISTA+BELLAVISTA,1,41,341.07,66,1,0,0,50,0,0,3,0,11,0,2.6,2.24,2.6,2.6,18627,2020,
SAN MARTIN+BELLAVISTA+SAN PABLO,1,19,450,4,1,1,0,0,0,0,4,0,11,0,2.79,2.79,2.75,2.62,8638,2020,
SAN MARTIN+EL DORADO+SAN JOSE DE SISA,1,30,231.63,9,1,0,0,0,0,0,18,8,6,2,2.12,2.25,2,2.38,16998,2020,
SAN MARTIN+EL DORADO+SAN MARTIN,1,28,230.57,9,1,3,2,30,0,0,11,0,2,0,2.57,2.29,2.14,2.14,13096,2020,
SAN MARTIN+HUALLAGA+SACANCHE,1,22,161.7,20,1,7,0,0,0,0,30,0,2,0,1.81,1.75,1.99,2.01,2395,2020,
SAN MARTIN+HUALLAGA+SAPOSOA,1,29,248,40,0,2,23,350,1,25,12,5,5,4,2.57,2.57,2.36,2.29,14798,2020,
SAN MARTIN+LAMAS+ALONSO DE ALVARADO,2,45,408,35,2,3,2,4,0,0,13,0,7,0,2.91,3.27,4,4,14486,2020,
SAN MARTIN+LAMAS+CAYNARACHI,2,58,477,38,0,10,2,50,2,15,54,0,2,0,2.75,2.75,2.38,2.62,11081,2020,
SAN MARTIN+LAMAS+LAMAS,1,35,361.75,25,1,4,2,0,1,0,6,0,16,0,2.62,1.19,1.38,1.52,15474,2020,
SAN MARTIN+LAMAS+TABALOSOS,1,36,192.15,22,1,3,1,13,0,0,23,2,5,1,2.57,3.14,3.71,3.71,14593,2020,
SAN MARTIN+MARISCAL CACERES+CAMPANILLA,1,21,637,7,1,10,0,10,0,0,6,0,15,0,1.65,1.62,2.05,2.19,17190,2020,
SAN MARTIN+MARISCAL CACERES+HUICUNGO,1,9,500,10,1,1,0,0,0,0,6,0,4,0,2.14,1.86,2.14,2,9409,2020,
SAN MARTIN+MARISCAL CACERES+JUANJUI,1,126,360,80,1,2,4,57,0,0,3,3,21,3,2.57,2.5,2.71,2.73,34024,2020,7
SAN MARTIN+MOYOBAMBA+CALZADA,1,22,367.5,10,1,0,1,11,0,0,12,0,16,0,2.62,1.5,1.5,1.5,4792,2020,
SAN MARTIN+MOYOBAMBA+JEPELACIO,2,38,450.08,23,1,7,2,40,0,0,12,0,4,0,2.75,1,1.12,1.12,15972,2020,1
SAN MARTIN+MOYOBAMBA+MOYOBAMBA,2,147,1156,93,2,12,27,450,11,237,15,6,49,5,2.49,2.38,1.81,1.81,85365,2020,9
SAN MARTIN+MOYOBAMBA+SORITOR,1,38,220,23,1,0,5,150,0,0,12,2,17,2,2.14,2,2.71,2.71,22909,2020,3
SAN MARTIN+MOYOBAMBA+YANTALO,1,22,165.12,16,1,2,0,0,0,0,14,0,2,0,2.58,2.71,2.75,3.25,2916,2020,
SAN MARTIN+PICOTA+PICOTA,1,48,640,50,1,4,4,32,2,21,5,4,10,1,2.62,2.29,2.52,2.29,11450,2020,
SAN MARTIN+PICOTA+SAN HILARION,1,22,122.26,18,1,1,6,110,0,0,3,0,6,0,1.96,1.89,1.91,2.1,3823,2020,
SAN MARTIN+RIOJA+ELIAS SOPLIN VARGAS,1,24,398.7,10,1,12,7,115,11,11,9,0,9,0,2.53,2.65,2.06,1.94,20862,2020,2
SAN MARTIN+RIOJA+NUEVA CAJAMARCA,1,70,690,25,1,11,15,360,3,33,6,3,16,8,2.59,1.82,2.29,2.31,46862,2020,8
SAN MARTIN+RIOJA+PARDO MIGUEL,1,33,450,31,1,5,0,0,0,0,2,2,13,4,2.38,3.12,2.38,3.25,17183,2020,
SAN MARTIN+RIOJA+RIOJA,1,53,693.85,13,1,12,19,423,2,30,18,20,25,7,2.47,2.57,1.88,1.89,26660,2020,1
SAN MARTIN+RIOJA+YURACYACU,1,34,143,22,1,1,2,38,0,0,8,0,9,0,2.85,1.96,2.12,2.12,3784,2020,1
SAN MARTIN+SAN MARTIN+CHAZUTA,1,31,234.41,81,1,6,0,0,0,0,13,0,7,0,2.33,2,3.17,3.17,10580,2020,
SAN MARTIN+SAN MARTIN+EL PORVENIR,1,30,270,58,0,0,0,0,0,0,6,0,14,0,2.57,2.33,2.58,2.6,2551,2020,
SAN MARTIN+SAN MARTIN+LA BANDA DE SHILCAYO,1,106,311.53,26,1,11,0,0,0,0,10,3,19,6,2.47,2.41,2.49,2.5,49359,2020,2
SAN MARTIN+SAN MARTIN+MORALES,1,82,884.47,45,1,0,0,0,0,0,18,0,18,8,2.27,2.21,2.28,2.32,43287,2020,2
SAN MARTIN+SAN MARTIN+SAUCE,1,32,110,13,0,4,4,41,0,0,12,0,9,0,2.62,2.81,3.43,3.43,6810,2020,
SAN MARTIN+SAN MARTIN+SHAPAJA,1,25,222,17,1,0,5,30,0,0,28,0,15,0,2.29,1.97,2.36,2.67,2036,2020,
SAN MARTIN+SAN MARTIN+TARAPOTO,1,159,700,60,1,0,0,0,0,0,21,12,57,10,2.41,2.29,2.43,2.42,82900,2020,9
SAN MARTIN+TOCACHE+NUEVO PROGRESO,2,54,427,28,2,15,3,35,0,0,17,0,3,0,2.35,2.35,3.25,3.55,12525,2020,
SAN MARTIN+TOCACHE+POLVORA,2,62,580,9,0,1,0,0,0,0,15,0,5,0,2.33,2,1.63,1.65,11095,2020,
SAN MARTIN+TOCACHE+TOCACHE,1,121,424.64,31,1,25,9,109,0,0,135,30,18,8,2.22,2.17,2.04,2.22,30496,2020,1
SAN MARTIN+TOCACHE+UCHIZA,2,67,936,29,1,4,1,10,0,0,12,2,6,3,2.29,1.89,2.03,2.06,20960,2020,
TACNA+CANDARAVE+CAIRANI,1,11,142.9,39,0,0,1,10,0,0,5,0,3,0,2.14,1.92,1.88,1.97,970,2020,
TACNA+CANDARAVE+CANDARAVE,1,16,297,23,1,7,50,50,0,0,18,0,1,1,2.22,2.18,2.02,2.08,2359,2020,
TACNA+CANDARAVE+CURIBAYA,1,11,152,57,0,0,0,0,0,0,3,0,1,1,1.88,1.78,1.71,1.67,479,2020,
TACNA+JORGE BASADRE+ILABAYA,2,23,654,72,1,1,3,45,9,9,3,3,21,6,2.25,2.56,1.98,2.06,6663,2020,
TACNA+JORGE BASADRE+ITE,1,27,485.71,14,0,9,0,0,0,0,4,3,14,11,2.11,1.94,1.75,1.86,3217,2020,
TACNA+JORGE BASADRE+LOCUMBA,1,17,230.7,11,1,4,4,27,0,0,15,1,5,11,1.95,1.85,1.75,1.88,2669,2020,
TACNA+TACNA+ALTO DE LA ALIANZA,1,60,285.34,33,1,12,6,84,0,0,3,2,32,11,2.12,2.1,1.9,1.92,35258,2020,
TACNA+TACNA+CALANA,1,18,300,35,0,1,2,20,0,0,6,2,7,11,2.14,2.05,2.09,2.07,3424,2020,
TACNA+TACNA+CIUDAD NUEVA,1,68,750.49,7,1,12,4,40,3,30,24,6,28,7,1.99,1.98,1.78,1.73,32834,2020,
TACNA+TACNA+CORONEL GREGORIO ALBARRACIN LANCHIPA,1,136,467.25,19,1,11,2,20,0,0,39,6,34,13,1.94,2.03,1.78,1.85,133338,2020,4
TACNA+TACNA+INCLAN,1,11,127.46,62,1,12,1,15,0,0,5,1,4,7,1.39,1.73,2.01,2,2688,2020,
TACNA+TACNA+LA YARADA LOS PALOS,1,10,120,10,0,4,1,13,0,0,3,3,16,8,2.25,2.51,2.25,2.12,6726,2020,
TACNA+TACNA+PACHIA,1,14,348,11,1,12,3,30,0,0,3,0,6,4,2.57,2.5,2.43,2.62,2277,2020,
TACNA+TACNA+POCOLLAY,1,59,384.13,35,1,4,4,110,1,12,25,3,36,9,2.07,2.21,2,2.36,19415,2020,1
TACNA+TACNA+SAMA,2,37,429.98,60,1,0,1,10,0,0,3,3,5,6,2.08,1.76,1.76,1.86,3686,2020,
TACNA+TACNA+TACNA,4,263,2217.59,117,4,6,11,115,7,224,100,15,119,41,2.27,2.04,1.98,2.01,104314,2020,4
TACNA+TARATA+ESTIQUE-PAMPA,1,11,226,49,1,4,0,0,0,0,2,6,8,0,1.95,2,2.27,2.32,325,2020,
TACNA+TARATA+SITAJARA,1,11,472,22,0,4,2,25,0,0,5,0,2,0,2.22,2.06,2.14,2.19,334,2020,
TACNA+TARATA+SUSAPAYA,1,10,157.09,15,0,2,0,0,0,0,3,0,2,1,2.47,2.65,1.88,2.12,488,2020,
TACNA+TARATA+TARATA,1,24,160,20,1,8,1,10,1,14,8,3,7,6,2.07,2.06,1.89,1.89,3585,2020,
TACNA+TARATA+TICACO,1,10,251.59,12,0,12,1,12,0,0,6,0,2,0,2.06,3.12,3.22,3.27,582,2020,
TUMBES+CONTRALMIRANTE VILLAR+CANOAS DE PUNTA SAL,1,21,230,30,1,2,5,10,0,0,4,3,32,18,2.5,2.75,2.38,2.38,7620,2020,1
TUMBES+CONTRALMIRANTE VILLAR+CASITAS,1,16,233,63,0,1,0,0,0,0,5,1,23,11,3.25,2.75,2.82,2.72,2700,2020,
TUMBES+CONTRALMIRANTE VILLAR+ZORRITOS,1,42,390.98,28,1,7,19,250,4,22,15,2,53,20,2.26,2.24,2.11,1.92,13807,2020,3
TUMBES+TUMBES+CORRALES,2,73,332,49,2,6,10,121,1,10,46,4,20,7,2.51,2.23,2.36,2.42,25679,2020,3
TUMBES+TUMBES+LA CRUZ,1,25,248.49,17,1,6,15,150,0,0,12,5,15,3,2.51,2.33,2.36,2.23,10679,2020,
TUMBES+TUMBES+PAMPAS DE HOSPITAL,1,28,727.75,82,1,20,10,150,1,10,6,3,8,7,2.75,2.67,2.62,2.5,7578,2020,
TUMBES+TUMBES+SAN JACINTO,1,25,293.8,32,1,12,4,60,0,0,63,0,4,0,2.55,2.21,2.69,2.83,9035,2020,
TUMBES+TUMBES+SAN JUAN DE LA VIRGEN,1,24,121.44,75,1,5,3,60,1,15,6,1,4,2,2.37,1.87,2.3,2.17,4927,2020,
TUMBES+TUMBES+TUMBES,4,260,987.86,141,4,18,45,748,4,39,57,12,54,99,2.22,1.86,1.99,1.98,113458,2020,42
TUMBES+ZARUMILLA+AGUAS VERDES,1,56,829.86,78,1,4,29,373,8,448,12,4,21,13,2.02,1.79,2.05,2.05,19195,2020,7
TUMBES+ZARUMILLA+PAPAYAL,1,16,106.08,46,1,6,0,0,0,0,12,0,10,0,2.52,2.3,2.45,2.43,7133,2020,2
TUMBES+ZARUMILLA+ZARUMILLA,1,71,222.15,75,1,5,4,41,0,0,48,18,32,8,2.28,2.02,2.24,2.14,25390,2020,11
UCAYALI+ATALAYA+RAYMONDI,1,21,314.14,18,1,5,1,17,0,0,1,1,26,8,2.17,2.09,1.78,1.8,39732,2020,
UCAYALI+ATALAYA+SEPAHUA,1,7,300,8,0,2,10,60,0,0,4,2,6,3,2,2.12,2.25,2.38,8264,2020,
UCAYALI+ATALAYA+TAHUANIA,1,6,400,8,1,5,5,91,0,0,24,0,10,2,2,1.38,1.87,1.92,10618,2020,
UCAYALI+CORONEL PORTILLO+CALLERIA,1,136,414.4,30,1,3,45,510,3,22,93,9,66,8,2.23,2.1,1.97,2.01,172052,2020,19
UCAYALI+CORONEL PORTILLO+CAMPOVERDE,1,34,440,22,1,1,5,64,0,0,42,2,15,6,2.15,2,2.21,2.24,19598,2020,4
UCAYALI+CORONEL PORTILLO+MANANTAY,1,128,337,21,1,5,19,228,0,0,24,10,27,10,2.11,1.99,1.97,1.93,107364,2020,6
UCAYALI+CORONEL PORTILLO+NUEVA REQUENA,1,16,154,20,0,0,0,0,0,0,6,0,8,1,2.23,2.14,1.96,2.03,5742,2020,
UCAYALI+CORONEL PORTILLO+YARINACOCHA,1,128,492,25,1,5,14,142,3,50,18,0,41,14,2.09,1.97,1.82,1.86,118666,2020,5
UCAYALI+PADRE ABAD+ALEXANDER VON HUMBOLDT,1,28,150,23,1,1,0,0,0,0,12,0,6,3,2.2,2.73,2.53,2.4,6159,2020,
UCAYALI+PADRE ABAD+CURIMANA,1,23,309.17,11,0,5,4,40,0,0,100,0,4,4,1.85,1.53,1.8,1.88,10219,2020,
UCAYALI+PADRE ABAD+IRAZOLA,1,20,652,10,1,6,0,0,0,0,12,0,12,3,2.18,2,2.31,2.35,12065,2020,1
UCAYALI+PADRE ABAD+NESHUYA,1,24,250,12,1,3,0,0,0,0,9,0,9,3,2.53,2.27,1.73,1.67,10501,2020,1
UCAYALI+PADRE ABAD+PADRE ABAD,1,42,960.9,45,1,0,1,17,0,0,6,0,26,4,2.08,2,1.94,1.94,38100,2020,3
AMAZONAS+CONDORCANQUI+RIO SANTIAGO,1,18,229.3,24,1,0,3,20,0,0,26,0,2,0,2.43,1.5,2.5,2.5,17960,2020,
APURIMAC+ANDAHUAYLAS+JOSE MARIA ARGUEDAS,2,159,319.81,93,2,13,5,340,0,54,18,0,2,10,2.12,1.38,1.75,2.12,4596,2020,
AYACUCHO+HUAMANGA+ANDRES AVELINO CACERES DORREGARAY,1,26,1500,21,1,36,2,44,0,0,3,4,20,7,2.09,2.19,2.03,2.11,31411,2020,
AYACUCHO+HUAMANGA+SAN JUAN BAUTISTA,2,53,1069.75,22,2,11,8,130,0,10,6,0,10,3,1.99,1.99,2.05,2.1,53934,2020,2
AYACUCHO+LUCANAS+SANCOS,1,15,211,11,0,0,9,20,0,0,8,0,21,2,3.17,3,4,4,4869,2020,
AYACUCHO+VICTOR FAJARDO+HUAYA,1,15,186,35,0,4,15,40,0,10,2,4,4,6,2.27,2.67,3.47,3.47,1985,2020,
AYACUCHO+VICTOR FAJARDO+SARHUA,1,9,315,25,1,10,0,0,0,0,4,1,10,0,2,2.12,2.38,2.75,2624,2020,
HUANCAVELICA+HUANCAVELICA+ASCENSION,1,57,429.98,26,1,1,4,120,5,122,12,0,4,0,1.95,2.01,1.98,2.07,18765,2020,
HUANCAVELICA+TAYACAJA+DANIEL HERNANDEZ,1,14,40,9,1,5,0,5,0,0,4,0,2,0,2.27,2.14,2.23,2.41,10002,2020,
HUANCAVELICA+TAYACAJA+HUARIBAMBA,1,16,190.84,13,1,0,6,0,1,0,18,2,10,0,2.4,2.1,2.15,2.23,3052,2020,
HUANUCO+DOS DE MAYO+PACHAS,1,9,320.57,60,1,6,0,84,0,0,30,3,13,1,2.05,1.8,2.25,2.25,4821,2020,
HUANUCO+LEONCIO PRADO+CASTILLO GRANDE,1,34,409.69,51,1,0,4,10,1,0,4,0,30,14,1.91,1.82,1.68,1.68,14099,2020,
HUANUCO+PACHITEA+CHAGLLA,1,17,177.4,55,1,0,3,20,1,2,6,4,10,2,2.21,2.37,2.37,2.42,10278,2020,1
ICA+ICA+TATE,1,40,400,22,1,5,127,93,2,0,4,5,16,3,2.18,2.18,2.24,2.24,5184,2020,2
JUNIN+CONCEPCION+NUEVE DE JULIO,1,20,279,21,1,36,0,280,0,10,19,0,7,3,1.88,2.25,1.75,1.75,2555,2020,
JUNIN+CONCEPCION+SAN JOSE DE QUERO,1,53,242,35,1,8,3,257,3,20,10,0,6,5,2.14,2,1.57,1.57,5702,2020,
JUNIN+HUANCAYO+HUALHUAS,2,37,500,43,0,1,14,249,3,30,15,8,6,0,2.5,1.83,1.5,1.5,6006,2020,
JUNIN+HUANCAYO+HUANCAN,1,23,217,3,1,4,16,41,0,11,6,0,20,0,1.81,1.75,2.25,2.12,29996,2020,
JUNIN+HUANCAYO+PILCOMAYO,1,24,200,17,0,0,2,0,5,32,6,0,30,10,3.25,2.75,2.75,2.75,24039,2020,
JUNIN+HUANCAYO+QUILCAS,1,10,491.5,27,1,2,10,0,0,0,3,4,7,1,2.46,4.92,2.83,2.83,4063,2020,
JUNIN+HUANCAYO+VIQUES,1,38,240,18,1,2,127,484,1,33,7,0,4,1,2,2,1.88,1.75,2957,2020,
JUNIN+JAUJA+EL MANTARO,2,70,333,92,2,5,3,12,1,0,19,0,37,7,2.12,1.75,2.12,2.12,2743,2020,
JUNIN+JAUJA+YAUYOS,1,33,290,24,1,3,4,66,0,0,9,0,6,2,2.2,2.2,2.23,2.17,10049,2020,
JUNIN+TARMA+LA UNION,1,16,275,21,0,2,0,0,0,0,17,0,101,32,3,2.62,2.5,2.62,3650,2020,
JUNIN+TARMA+PALCAMAYO,1,36,20,17,1,12,10,20,1,0,10,0,18,3,2.12,2,2,2.12,3006,2020,
JUNIN+TARMA+SAN PEDRO DE CAJAS,1,30,275,10,1,0,0,15,0,0,3,0,12,3,1.93,1.93,2.27,2.33,3314,2020,
JUNIN+YAULI+YAULI,1,16,169.8,80,1,12,1,0,0,0,3,0,30,12,2.09,2.61,2.26,2.39,5471,2020,
LIMA+HUAURA+CALETA DE CARQUIN,1,16,500,86,1,2,0,10,0,0,6,2,7,2,2.25,2.25,1.75,1.62,8491,2020,
LIMA+HUAURA+SANTA MARIA,2,73,1314.23,13,2,5,67,80,0,4,57,9,2,4,2.31,1.92,2.23,2.31,39330,2020,14
